bed_id,bed_id_provenance,dataset_id,device_id,device_id_provenance,installation_id,installation_id_provenance,mattress_id,mattress_id_provenance,night_id,night_id_provenance,participant_id,participant_id_provenance,recording_date,recording_date_provenance,recording_location,recording_location_provenance,sensor_id,sensor_id_provenance,sensor_position,sensor_position_provenance,session_id,session_id_provenance,source_path
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231110,source recording filename/date token; identifies a recording night only,09,source participant directory,20231110,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/09/BCG/09_20231110_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231111,source recording filename/date token; identifies a recording night only,09,source participant directory,20231111,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/09/BCG/09_20231111_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231112,source recording filename/date token; identifies a recording night only,09,source participant directory,20231112,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/09/BCG/09_20231112_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231113,source recording filename/date token; identifies a recording night only,09,source participant directory,20231113,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/09/BCG/09_20231113_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231114,source recording filename/date token; identifies a recording night only,09,source participant directory,20231114,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/09/BCG/09_20231114_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231115,source recording filename/date token; identifies a recording night only,09,source participant directory,20231115,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/09/BCG/09_20231115_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231116,source recording filename/date token; identifies a recording night only,09,source participant directory,20231116,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/09/BCG/09_20231116_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231110,source recording filename/date token; identifies a recording night only,10,source participant directory,20231110,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/10/BCG/10_20231110_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231111,source recording filename/date token; identifies a recording night only,10,source participant directory,20231111,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/10/BCG/10_20231111_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231112,source recording filename/date token; identifies a recording night only,10,source participant directory,20231112,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/10/BCG/10_20231112_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231113,source recording filename/date token; identifies a recording night only,10,source participant directory,20231113,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/10/BCG/10_20231113_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231114,source recording filename/date token; identifies a recording night only,10,source participant directory,20231114,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/10/BCG/10_20231114_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231115,source recording filename/date token; identifies a recording night only,10,source participant directory,20231115,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/10/BCG/10_20231115_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231116,source recording filename/date token; identifies a recording night only,10,source participant directory,20231116,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/10/BCG/10_20231116_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231117,source recording filename/date token; identifies a recording night only,11,source participant directory,20231117,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/11/BCG/11_20231117_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231118,source recording filename/date token; identifies a recording night only,11,source participant directory,20231118,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/11/BCG/11_20231118_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231119,source recording filename/date token; identifies a recording night only,11,source participant directory,20231119,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/11/BCG/11_20231119_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231120,source recording filename/date token; identifies a recording night only,11,source participant directory,20231120,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/11/BCG/11_20231120_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231121,source recording filename/date token; identifies a recording night only,11,source participant directory,20231121,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/11/BCG/11_20231121_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231122,source recording filename/date token; identifies a recording night only,11,source participant directory,20231122,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/11/BCG/11_20231122_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231123,source recording filename/date token; identifies a recording night only,11,source participant directory,20231123,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/11/BCG/11_20231123_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231117,source recording filename/date token; identifies a recording night only,12,source participant directory,20231117,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/12/BCG/12_20231117_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231118,source recording filename/date token; identifies a recording night only,12,source participant directory,20231118,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/12/BCG/12_20231118_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231119,source recording filename/date token; identifies a recording night only,12,source participant directory,20231119,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/12/BCG/12_20231119_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231120,source recording filename/date token; identifies a recording night only,12,source participant directory,20231120,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/12/BCG/12_20231120_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231121,source recording filename/date token; identifies a recording night only,12,source participant directory,20231121,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/12/BCG/12_20231121_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231122,source recording filename/date token; identifies a recording night only,12,source participant directory,20231122,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/12/BCG/12_20231122_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231123,source recording filename/date token; identifies a recording night only,12,source participant directory,20231123,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/12/BCG/12_20231123_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231118,source recording filename/date token; identifies a recording night only,13,source participant directory,20231118,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/13/BCG/13_20231118_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231119,source recording filename/date token; identifies a recording night only,13,source participant directory,20231119,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/13/BCG/13_20231119_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231120,source recording filename/date token; identifies a recording night only,13,source participant directory,20231120,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/13/BCG/13_20231120_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231121,source recording filename/date token; identifies a recording night only,13,source participant directory,20231121,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/13/BCG/13_20231121_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231123,source recording filename/date token; identifies a recording night only,13,source participant directory,20231123,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/13/BCG/13_20231123_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231118,source recording filename/date token; identifies a recording night only,14,source participant directory,20231118,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/14/BCG/14_20231118_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231119,source recording filename/date token; identifies a recording night only,14,source participant directory,20231119,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/14/BCG/14_20231119_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231120,source recording filename/date token; identifies a recording night only,14,source participant directory,20231120,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/14/BCG/14_20231120_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231121,source recording filename/date token; identifies a recording night only,14,source participant directory,20231121,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/14/BCG/14_20231121_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231122,source recording filename/date token; identifies a recording night only,14,source participant directory,20231122,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/14/BCG/14_20231122_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231123,source recording filename/date token; identifies a recording night only,14,source participant directory,20231123,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/14/BCG/14_20231123_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231117,source recording filename/date token; identifies a recording night only,15,source participant directory,20231117,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/15/BCG/15_20231117_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231118,source recording filename/date token; identifies a recording night only,15,source participant directory,20231118,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/15/BCG/15_20231118_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231119,source recording filename/date token; identifies a recording night only,15,source participant directory,20231119,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/15/BCG/15_20231119_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231120,source recording filename/date token; identifies a recording night only,15,source participant directory,20231120,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/15/BCG/15_20231120_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231121,source recording filename/date token; identifies a recording night only,15,source participant directory,20231121,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/15/BCG/15_20231121_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231122,source recording filename/date token; identifies a recording night only,15,source participant directory,20231122,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/15/BCG/15_20231122_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231123,source recording filename/date token; identifies a recording night only,15,source participant directory,20231123,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/15/BCG/15_20231123_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231124,source recording filename/date token; identifies a recording night only,16,source participant directory,20231124,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/16/BCG/16_20231124_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231125,source recording filename/date token; identifies a recording night only,16,source participant directory,20231125,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/16/BCG/16_20231125_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231126,source recording filename/date token; identifies a recording night only,16,source participant directory,20231126,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/16/BCG/16_20231126_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231127,source recording filename/date token; identifies a recording night only,16,source participant directory,20231127,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/16/BCG/16_20231127_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231128,source recording filename/date token; identifies a recording night only,16,source participant directory,20231128,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/16/BCG/16_20231128_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231129,source recording filename/date token; identifies a recording night only,16,source participant directory,20231129,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/16/BCG/16_20231129_BCG.csv
